Comunidad autónoma de residencia	Tipo de dato	Gastos totales, medios, distribución e índice	Periodo	Total
11 Extremadura	Dato base	Gasto total	2020	9.837.707,26
11 Extremadura	Dato base	Gasto total	2019	9.958.128,5
11 Extremadura	Dato base	Gasto total	2018	10.044.419,41
11 Extremadura	Dato base	Gasto total	2017	9.853.963,83
11 Extremadura	Dato base	Gasto total	2016	9.946.800,84
11 Extremadura	Dato base	Gasto total	2015	9.745.165,79
11 Extremadura	Dato base	Gasto total	2014	9.964.352,42
11 Extremadura	Dato base	Gasto total	2013	9.734.529,1
11 Extremadura	Dato base	Gasto total	2012	9.441.927,74
11 Extremadura	Dato base	Gasto total	2011	10.104.221,22
11 Extremadura	Dato base	Gasto total	2010	10.102.769,76
11 Extremadura	Dato base	Gasto total	2009	9.889.365,83
11 Extremadura	Dato base	Gasto total	2008	9.987.081,73
11 Extremadura	Dato base	Gasto total	2007	10.081.463,79
11 Extremadura	Dato base	Gasto total	2006	9.349.803,8
11 Extremadura	Dato base	Distribución porcentual	2020	1,93
11 Extremadura	Dato base	Distribución porcentual	2019	1,76
11 Extremadura	Dato base	Distribución porcentual	2018	1,81
11 Extremadura	Dato base	Distribución porcentual	2017	1,82
11 Extremadura	Dato base	Distribución porcentual	2016	1,91
11 Extremadura	Dato base	Distribución porcentual	2015	1,93
11 Extremadura	Dato base	Distribución porcentual	2014	2,01
11 Extremadura	Dato base	Distribución porcentual	2013	1,97
11 Extremadura	Dato base	Distribución porcentual	2012	1,85
11 Extremadura	Dato base	Distribución porcentual	2011	1,93
11 Extremadura	Dato base	Distribución porcentual	2010	1,94
11 Extremadura	Dato base	Distribución porcentual	2009	1,88
11 Extremadura	Dato base	Distribución porcentual	2008	1,84
11 Extremadura	Dato base	Distribución porcentual	2007	1,91
11 Extremadura	Dato base	Distribución porcentual	2006	1,91
11 Extremadura	Dato base	Gasto medio por hogar	2020	22.771,16
11 Extremadura	Dato base	Gasto medio por hogar	2019	23.181,92
11 Extremadura	Dato base	Gasto medio por hogar	2018	23.429,06
11 Extremadura	Dato base	Gasto medio por hogar	2017	22.887,31
11 Extremadura	Dato base	Gasto medio por hogar	2016	23.003,7
11 Extremadura	Dato base	Gasto medio por hogar	2015	22.547,45
11 Extremadura	Dato base	Gasto medio por hogar	2014	23.089,06
11 Extremadura	Dato base	Gasto medio por hogar	2013	22.688,61
11 Extremadura	Dato base	Gasto medio por hogar	2012	22.228,02
11 Extremadura	Dato base	Gasto medio por hogar	2011	24.032,06
11 Extremadura	Dato base	Gasto medio por hogar	2010	24.309,57
11 Extremadura	Dato base	Gasto medio por hogar	2009	24.099,85
11 Extremadura	Dato base	Gasto medio por hogar	2008	24.692,2
11 Extremadura	Dato base	Gasto medio por hogar	2007	25.299,78
11 Extremadura	Dato base	Gasto medio por hogar	2006	23.845,72
11 Extremadura	Dato base	Gasto medio por persona	2020	9.400,42
11 Extremadura	Dato base	Gasto medio por persona	2019	9.484
11 Extremadura	Dato base	Gasto medio por persona	2018	9.520,96
11 Extremadura	Dato base	Gasto medio por persona	2017	9.257,04
11 Extremadura	Dato base	Gasto medio por persona	2016	9.276,43
11 Extremadura	Dato base	Gasto medio por persona	2015	9.055,32
11 Extremadura	Dato base	Gasto medio por persona	2014	9.215,43
11 Extremadura	Dato base	Gasto medio por persona	2013	8.962
11 Extremadura	Dato base	Gasto medio por persona	2012	8.664,08
11 Extremadura	Dato base	Gasto medio por persona	2011	9.259,98
11 Extremadura	Dato base	Gasto medio por persona	2010	9.277,7
11 Extremadura	Dato base	Gasto medio por persona	2009	9.107,11
11 Extremadura	Dato base	Gasto medio por persona	2008	9.237,16
11 Extremadura	Dato base	Gasto medio por persona	2007	9.372,16
11 Extremadura	Dato base	Gasto medio por persona	2006	8.751,19
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2020	13.771,28
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2019	13.930,84
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2018	14.023,29
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2017	13.658,63
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2016	13.714,22
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2015	13.398,32
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2014	13.679,07
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2013	13.330,39
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2012	12.947,02
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2011	13.892,21
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2010	13.953,15
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2009	13.756,68
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2008	13.975,3
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2007	14.217,29
11 Extremadura	Dato base	Gasto medio por unidad de consumo	2006	13.320,59
11 Extremadura	Dato base	Índice sobre la media del gmp	2020	86,65
11 Extremadura	Dato base	Índice sobre la media del gmp	2019	78,05
11 Extremadura	Dato base	Índice sobre la media del gmp	2018	79,22
11 Extremadura	Dato base	Índice sobre la media del gmp	2017	78,94
11 Extremadura	Dato base	Índice sobre la media del gmp	2016	82
11 Extremadura	Dato base	Índice sobre la media del gmp	2015	82,46
11 Extremadura	Dato base	Índice sobre la media del gmp	2014	85,49
11 Extremadura	Dato base	Índice sobre la media del gmp	2013	83,64
11 Extremadura	Dato base	Índice sobre la media del gmp	2012	78,68
11 Extremadura	Dato base	Índice sobre la media del gmp	2011	82,09
11 Extremadura	Dato base	Índice sobre la media del gmp	2010	82,28
11 Extremadura	Dato base	Índice sobre la media del gmp	2009	79,61
11 Extremadura	Dato base	Índice sobre la media del gmp	2008	77,66
11 Extremadura	Dato base	Índice sobre la media del gmp	2007	79,71
11 Extremadura	Dato base	Índice sobre la media del gmp	2006	78,64
11 Extremadura	Variación respecto al año anterior	Gasto total	2020	-1,2
11 Extremadura	Variación respecto al año anterior	Gasto total	2019	-0,9
11 Extremadura	Variación respecto al año anterior	Gasto total	2018	1,9
11 Extremadura	Variación respecto al año anterior	Gasto total	2017	-0,9
11 Extremadura	Variación respecto al año anterior	Gasto total	2016	2,1
11 Extremadura	Variación respecto al año anterior	Gasto total	2015	-2,2
11 Extremadura	Variación respecto al año anterior	Gasto total	2014	2,4
11 Extremadura	Variación respecto al año anterior	Gasto total	2013	3,1
11 Extremadura	Variación respecto al año anterior	Gasto total	2012	-6,6
11 Extremadura	Variación respecto al año anterior	Gasto total	2011	0
11 Extremadura	Variación respecto al año anterior	Gasto total	2010	2,2
11 Extremadura	Variación respecto al año anterior	Gasto total	2009	-1
11 Extremadura	Variación respecto al año anterior	Gasto total	2008	-0,9
11 Extremadura	Variación respecto al año anterior	Gasto total	2007	7,8
11 Extremadura	Variación respecto al año anterior	Gasto total	2006	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2020	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2019	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2018	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2017	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2016	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2015	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2014	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2013	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2012	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2011	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2010	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2009	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2008	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2007	""
11 Extremadura	Variación respecto al año anterior	Distribución porcentual	2006	""
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2020	-1,8
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2019	-1,1
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2018	2,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2017	-0,5
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2016	2
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2015	-2,3
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2014	1,8
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2013	2,1
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2012	-7,5
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2011	-1,1
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2010	0,9
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2009	-2,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2008	-2,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2007	6,1
11 Extremadura	Variación respecto al año anterior	Gasto medio por hogar	2006	""
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2020	-0,9
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2019	-0,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2018	2,9
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2017	-0,2
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2016	2,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2015	-1,7
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2014	2,8
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2013	3,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2012	-6,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2011	-0,2
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2010	1,9
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2009	-1,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2008	-1,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2007	7,1
11 Extremadura	Variación respecto al año anterior	Gasto medio por persona	2006	""
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2020	-1,1
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2019	-0,7
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2018	2,7
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2017	-0,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2016	2,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2015	-2,1
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2014	2,6
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2013	3
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2012	-6,8
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2011	-0,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2010	1,4
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2009	-1,6
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2008	-1,7
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2007	6,7
11 Extremadura	Variación respecto al año anterior	Gasto medio por unidad de consumo	2006	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2020	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2019	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2018	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2017	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2016	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2015	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2014	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2013	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2012	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2011	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2010	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2009	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2008	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2007	""
11 Extremadura	Variación respecto al año anterior	Índice sobre la media del gmp	2006	""
11 Extremadura	Variación respecto al año base	Gasto total	2020	5,2
11 Extremadura	Variación respecto al año base	Gasto total	2019	6,5
11 Extremadura	Variación respecto al año base	Gasto total	2018	7,4
11 Extremadura	Variación respecto al año base	Gasto total	2017	5,4
11 Extremadura	Variación respecto al año base	Gasto total	2016	6,4
11 Extremadura	Variación respecto al año base	Gasto total	2015	4,2
11 Extremadura	Variación respecto al año base	Gasto total	2014	6,6
11 Extremadura	Variación respecto al año base	Gasto total	2013	4,1
11 Extremadura	Variación respecto al año base	Gasto total	2012	1
11 Extremadura	Variación respecto al año base	Gasto total	2011	8,1
11 Extremadura	Variación respecto al año base	Gasto total	2010	8,1
11 Extremadura	Variación respecto al año base	Gasto total	2009	5,8
11 Extremadura	Variación respecto al año base	Gasto total	2008	6,8
11 Extremadura	Variación respecto al año base	Gasto total	2007	7,8
11 Extremadura	Variación respecto al año base	Gasto total	2006	""
11 Extremadura	Variación respecto al año base	Distribución porcentual	2020	""
11 Extremadura	Variación respecto al año base	Distribución porcentual	2019	""
11 Extremadura	Variación respecto al año base	Distribución porcentual	2018	""
